IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
103.172.111.168,4,2,0.50,524.74,0.00
103.172.110.99,4,2,0.50,530.70,0.00
103.172.111.101,4,2,0.50,549.33,0.00
103.172.110.96,4,2,0.50,551.45,0.00
103.172.111.168,4,2,0.50,567.83,0.00
1.1.1.1,4,1,0.75,11.62,0.00
103.172.110.102,4,1,0.75,31.97,0.00
103.172.110.102,4,1,0.75,32.61,0.00
103.172.110.109,4,1,0.75,32.98,0.00
103.172.110.109,4,1,0.75,32.99,0.00
103.172.110.101,4,1,0.75,33.17,0.00
103.172.110.104,4,1,0.75,33.21,0.00
103.172.110.100,4,1,0.75,33.21,0.00
103.172.110.104,4,1,0.75,33.62,0.00
103.172.110.100,4,1,0.75,33.64,0.00
103.172.110.109,4,1,0.75,33.67,0.00
103.172.110.109,4,1,0.75,33.86,0.00
103.172.110.104,4,1,0.75,34.02,0.00
103.172.110.120,4,1,0.75,34.07,0.00
103.172.110.104,4,1,0.75,34.18,0.00
103.172.110.104,4,1,0.75,34.28,0.00
103.172.110.100,4,1,0.75,34.66,0.00
103.172.110.104,4,1,0.75,34.81,0.00
103.172.110.100,4,1,0.75,34.82,0.00
103.172.110.100,4,1,0.75,34.82,0.00
103.172.110.103,4,1,0.75,35.32,0.00
103.172.110.109,4,1,0.75,35.36,0.00
103.172.110.100,4,1,0.75,35.56,0.00
103.172.110.103,4,1,0.75,35.71,0.00
103.172.110.104,4,1,0.75,36.07,0.00
103.172.110.104,4,1,0.75,36.19,0.00
103.172.110.100,4,1,0.75,36.24,0.00
103.172.110.101,4,1,0.75,36.43,0.00
103.172.110.109,4,1,0.75,36.67,0.00
103.172.110.109,4,1,0.75,36.92,0.00
103.172.110.102,4,1,0.75,37.43,0.00
103.172.110.109,4,1,0.75,37.48,0.00
103.172.110.102,4,1,0.75,38.08,0.00
103.172.110.100,4,1,0.75,38.66,0.00
103.172.110.109,4,1,0.75,44.22,0.00
103.172.110.109,4,1,0.75,47.99,0.00
103.172.110.121,4,1,0.75,50.17,0.00
103.172.110.101,4,1,0.75,54.17,0.00
103.172.110.100,4,1,0.75,59.70,0.00
103.172.110.101,4,1,0.75,61.07,0.00
103.172.110.109,4,1,0.75,61.72,0.00
103.172.110.101,4,1,0.75,70.57,0.00
103.172.110.103,4,1,0.75,75.29,0.00
103.172.110.104,4,1,0.75,78.88,0.00
103.172.110.104,4,1,0.75,80.96,0.00
103.172.110.102,4,1,0.75,81.64,0.00
103.172.110.100,4,1,0.75,83.38,0.00
103.172.110.104,4,1,0.75,87.90,0.00
103.172.110.101,4,1,0.75,89.90,0.00
103.172.110.98,4,1,0.75,90.10,0.00
103.172.110.97,4,1,0.75,90.57,0.00
103.172.110.98,4,1,0.75,91.15,0.00
103.172.110.104,4,1,0.75,91.31,0.00
103.172.110.95,4,1,0.75,92.14,0.00
103.172.110.96,4,1,0.75,92.69,0.00
103.172.110.96,4,1,0.75,92.79,0.00
103.172.110.99,4,1,0.75,92.97,0.00
103.172.110.95,4,1,0.75,93.06,0.00
103.172.110.95,4,1,0.75,93.60,0.00
103.172.110.95,4,1,0.75,93.60,0.00
103.172.110.96,4,1,0.75,93.69,0.00
103.172.110.96,4,1,0.75,94.34,0.00
103.172.110.96,4,1,0.75,94.54,0.00
103.172.110.95,4,1,0.75,94.60,0.00
103.172.110.99,4,1,0.75,94.63,0.00
103.172.110.96,4,1,0.75,94.81,0.00
103.172.110.95,4,1,0.75,94.92,0.00
103.172.110.98,4,1,0.75,95.38,0.00
103.172.110.98,4,1,0.75,95.61,0.00
103.172.110.203,4,1,0.75,95.64,0.00
103.172.110.98,4,1,0.75,95.72,0.00
103.172.110.96,4,1,0.75,95.95,0.00
103.172.110.98,4,1,0.75,96.14,0.00
103.172.110.203,4,1,0.75,96.25,0.00
103.172.110.99,4,1,0.75,96.75,0.00
103.172.110.96,4,1,0.75,96.83,0.00
103.172.110.98,4,1,0.75,97.31,0.00
103.172.110.97,4,1,0.75,97.85,0.00
103.172.110.97,4,1,0.75,97.91,0.00
103.172.110.95,4,1,0.75,98.24,0.00
103.172.110.97,4,1,0.75,98.28,0.00
103.172.110.97,4,1,0.75,98.73,0.00
103.172.110.98,4,1,0.75,98.76,0.00
103.172.110.7,4,1,0.75,98.79,0.00
103.172.110.98,4,1,0.75,98.87,0.00
103.172.110.96,4,1,0.75,99.07,0.00
103.172.110.99,4,1,0.75,99.80,0.00
103.172.110.203,4,1,0.75,99.89,0.00
103.172.110.98,4,1,0.75,100.22,0.00
103.172.110.96,4,1,0.75,100.62,0.00
103.172.110.96,4,1,0.75,101.66,0.00
103.172.110.98,4,1,0.75,101.87,0.00
103.172.110.98,4,1,0.75,101.87,0.00
103.172.110.98,4,1,0.75,102.02,0.00
103.172.110.95,4,1,0.75,102.20,0.00
103.172.110.99,4,1,0.75,102.37,0.00
103.172.110.98,4,1,0.75,102.46,0.00
103.172.110.99,4,1,0.75,102.50,0.00
103.172.110.98,4,1,0.75,102.84,0.00
103.172.110.104,4,1,0.75,103.42,0.00
103.172.110.96,4,1,0.75,103.57,0.00
103.172.110.96,4,1,0.75,103.61,0.00
103.172.110.99,4,1,0.75,103.75,0.00
103.172.110.7,4,1,0.75,103.75,0.00
103.172.110.96,4,1,0.75,103.81,0.00
103.172.110.97,4,1,0.75,103.87,0.00
103.172.110.203,4,1,0.75,103.91,0.00
103.172.110.98,4,1,0.75,103.99,0.00
103.172.110.97,4,1,0.75,104.20,0.00
103.172.110.96,4,1,0.75,104.39,0.00
103.172.110.98,4,1,0.75,104.43,0.00
103.172.110.98,4,1,0.75,104.58,0.00
103.172.110.97,4,1,0.75,104.90,0.00
103.172.110.202,4,1,0.75,104.96,0.00
103.172.110.99,4,1,0.75,104.98,0.00
103.172.110.95,4,1,0.75,105.00,0.00
103.172.110.99,4,1,0.75,105.03,0.00
103.172.110.97,4,1,0.75,105.26,0.00
103.172.110.96,4,1,0.75,105.26,0.00
103.172.110.97,4,1,0.75,105.35,0.00
103.172.110.96,4,1,0.75,105.46,0.00
103.172.110.98,4,1,0.75,105.48,0.00
103.172.110.98,4,1,0.75,105.48,0.00
103.172.110.99,4,1,0.75,105.50,0.00
103.172.110.97,4,1,0.75,105.69,0.00
103.172.110.99,4,1,0.75,105.91,0.00
103.172.110.96,4,1,0.75,106.20,0.00
103.172.110.98,4,1,0.75,106.40,0.00
103.172.110.97,4,1,0.75,107.19,0.00
103.172.110.95,4,1,0.75,107.23,0.00
103.172.110.96,4,1,0.75,107.54,0.00
103.172.110.100,4,1,0.75,108.07,0.00
103.172.110.97,4,1,0.75,108.27,0.00
103.172.110.97,4,1,0.75,108.44,0.00
103.172.110.96,4,1,0.75,108.62,0.00
103.172.110.97,4,1,0.75,108.80,0.00
103.172.110.95,4,1,0.75,108.95,0.00
103.172.110.98,4,1,0.75,109.20,0.00
103.172.110.96,4,1,0.75,109.35,0.00
103.172.110.96,4,1,0.75,109.44,0.00
103.172.110.99,4,1,0.75,109.52,0.00
103.172.110.98,4,1,0.75,109.77,0.00
103.172.110.99,4,1,0.75,109.87,0.00
103.172.110.99,4,1,0.75,110.78,0.00
103.172.110.95,4,1,0.75,110.89,0.00
103.172.110.96,4,1,0.75,111.33,0.00
103.172.110.111,4,1,0.75,111.79,0.00
103.172.110.95,4,1,0.75,111.94,0.00
103.172.110.109,4,1,0.75,111.98,0.00
103.172.110.97,4,1,0.75,112.31,0.00
103.172.110.98,4,1,0.75,114.25,0.00
103.172.110.98,4,1,0.75,114.37,0.00
103.172.110.95,4,1,0.75,115.11,0.00
103.172.110.99,4,1,0.75,115.93,0.00
103.172.110.97,4,1,0.75,116.36,0.00
103.172.110.98,4,1,0.75,116.73,0.00
103.172.110.95,4,1,0.75,118.86,0.00
103.172.110.98,4,1,0.75,119.11,0.00
103.172.110.96,4,1,0.75,119.34,0.00
103.172.110.102,4,1,0.75,119.40,0.00
103.172.110.102,4,1,0.75,119.58,0.00
103.172.110.99,4,1,0.75,119.79,0.00
103.172.110.99,4,1,0.75,120.67,0.00
103.172.110.97,4,1,0.75,120.75,0.00
103.172.110.95,4,1,0.75,120.97,0.00
103.172.110.99,4,1,0.75,121.39,0.00
103.172.110.95,4,1,0.75,121.47,0.00
103.172.110.95,4,1,0.75,121.72,0.00
103.172.110.95,4,1,0.75,121.90,0.00
103.172.110.98,4,1,0.75,122.29,0.00
103.172.110.97,4,1,0.75,122.56,0.00
103.172.110.97,4,1,0.75,123.25,0.00
103.172.110.98,4,1,0.75,123.78,0.00
103.172.110.96,4,1,0.75,124.75,0.00
103.172.110.96,4,1,0.75,125.23,0.00
103.172.110.97,4,1,0.75,126.49,0.00
103.172.110.99,4,1,0.75,127.48,0.00
103.172.110.96,4,1,0.75,127.77,0.00
103.172.111.101,4,1,0.75,127.83,0.00
103.172.111.65,4,1,0.75,128.00,0.00
103.172.110.96,4,1,0.75,128.35,0.00
103.172.110.95,4,1,0.75,128.75,0.00
103.172.110.98,4,1,0.75,128.98,0.00
103.172.111.65,4,1,0.75,128.99,0.00
103.172.110.104,4,1,0.75,129.27,0.00
103.172.111.65,4,1,0.75,129.31,0.00
103.172.111.116,4,1,0.75,129.57,0.00
103.172.111.65,4,1,0.75,129.85,0.00
103.172.111.96,4,1,0.75,129.91,0.00
103.172.111.188,4,1,0.75,130.14,0.00
103.172.111.101,4,1,0.75,130.64,0.00
103.172.111.96,4,1,0.75,131.54,0.00
103.172.110.99,4,1,0.75,131.70,0.00
103.172.110.97,4,1,0.75,131.70,0.00
103.172.110.98,4,1,0.75,132.13,0.00
103.172.111.65,4,1,0.75,132.49,0.00
103.172.111.101,4,1,0.75,132.79,0.00
103.172.110.95,4,1,0.75,132.88,0.00
103.172.110.95,4,1,0.75,133.07,0.00
103.172.110.95,4,1,0.75,133.68,0.00
103.172.110.95,4,1,0.75,134.35,0.00
103.172.110.95,4,1,0.75,134.50,0.00
103.172.110.96,4,1,0.75,134.50,0.00
103.172.110.97,4,1,0.75,134.72,0.00
103.172.110.100,4,1,0.75,134.85,0.00
103.172.110.97,4,1,0.75,135.19,0.00
103.172.110.98,4,1,0.75,135.28,0.00
103.172.110.96,4,1,0.75,136.12,0.00
103.172.110.95,4,1,0.75,136.85,0.00
103.172.110.95,4,1,0.75,136.88,0.00
103.172.110.95,4,1,0.75,137.01,0.00
103.172.110.97,4,1,0.75,137.12,0.00
103.172.110.95,4,1,0.75,137.22,0.00
103.172.110.96,4,1,0.75,137.46,0.00
103.172.111.168,4,1,0.75,138.12,0.00
103.172.110.97,4,1,0.75,138.30,0.00
103.172.110.96,4,1,0.75,139.64,0.00
103.172.111.96,4,1,0.75,139.88,0.00
103.172.110.99,4,1,0.75,140.84,0.00
103.172.110.97,4,1,0.75,141.40,0.00
103.172.111.65,4,1,0.75,141.59,0.00
103.172.110.108,4,1,0.75,142.85,0.00
103.172.110.99,4,1,0.75,142.86,0.00
103.172.110.99,4,1,0.75,145.01,0.00
103.172.110.95,4,1,0.75,145.46,0.00
103.172.111.246,4,1,0.75,145.68,0.00
103.172.111.249,4,1,0.75,145.95,0.00
103.172.111.65,4,1,0.75,145.96,0.00
103.172.110.99,4,1,0.75,146.00,0.00
103.172.111.249,4,1,0.75,146.33,0.00
103.172.111.249,4,1,0.75,146.65,0.00
158.180.70.108,4,1,0.75,146.97,0.00
103.172.111.249,4,1,0.75,147.09,0.00
103.172.111.249,4,1,0.75,147.35,0.00
103.172.110.97,4,1,0.75,147.45,0.00
103.172.111.245,4,1,0.75,147.81,0.00
103.172.110.96,4,1,0.75,148.02,0.00
103.172.111.249,4,1,0.75,148.05,0.00
103.172.111.65,4,1,0.75,148.96,0.00
103.172.111.65,4,1,0.75,148.96,0.00
103.172.111.240,4,1,0.75,149.09,0.00
103.172.111.249,4,1,0.75,149.15,0.00
103.172.111.65,4,1,0.75,149.17,0.00
103.172.111.65,4,1,0.75,149.74,0.00
103.172.111.249,4,1,0.75,149.86,0.00
103.172.111.96,4,1,0.75,149.88,0.00
103.172.111.65,4,1,0.75,150.63,0.00
103.172.111.65,4,1,0.75,150.69,0.00
103.172.110.98,4,1,0.75,151.20,0.00
158.180.73.61,4,1,0.75,151.50,0.00
103.172.110.99,4,1,0.75,151.64,0.00
103.172.111.168,4,1,0.75,151.92,0.00
103.172.110.95,4,1,0.75,152.04,0.00
103.172.111.168,4,1,0.75,152.46,0.00
103.172.111.249,4,1,0.75,153.04,0.00
103.172.110.97,4,1,0.75,153.22,0.00
103.172.110.104,4,1,0.75,153.76,0.00
103.172.111.65,4,1,0.75,154.08,0.00
103.172.110.97,4,1,0.75,154.17,0.00
158.180.95.52,4,1,0.75,154.29,0.00
103.172.110.10,4,1,0.75,154.42,0.00
103.172.110.98,4,1,0.75,154.58,0.00
103.172.111.249,4,1,0.75,154.67,0.00
103.172.111.96,4,1,0.75,154.76,0.00
103.172.111.96,4,1,0.75,155.27,0.00
103.172.111.65,4,1,0.75,155.52,0.00
103.172.111.168,4,1,0.75,155.98,0.00
103.172.110.95,4,1,0.75,156.27,0.00
103.172.111.168,4,1,0.75,156.42,0.00
103.172.111.65,4,1,0.75,157.09,0.00
103.172.111.249,4,1,0.75,157.25,0.00
103.172.111.250,4,1,0.75,157.32,0.00
103.172.111.168,4,1,0.75,157.42,0.00
103.172.111.168,4,1,0.75,157.62,0.00
103.172.110.96,4,1,0.75,157.64,0.00
103.172.111.101,4,1,0.75,157.71,0.00
103.172.111.168,4,1,0.75,157.91,0.00
103.172.111.249,4,1,0.75,157.95,0.00
103.172.111.65,4,1,0.75,158.22,0.00
103.172.111.249,4,1,0.75,158.22,0.00
103.172.111.168,4,1,0.75,158.29,0.00
103.172.111.188,4,1,0.75,158.90,0.00
103.172.111.106,4,1,0.75,159.07,0.00
103.172.111.101,4,1,0.75,159.13,0.00
103.172.111.249,4,1,0.75,159.27,0.00
103.172.111.96,4,1,0.75,159.36,0.00
103.172.111.65,4,1,0.75,159.51,0.00
103.172.110.99,4,1,0.75,159.72,0.00
103.172.111.101,4,1,0.75,160.82,0.00
103.172.110.109,4,1,0.75,160.99,0.00
103.172.111.101,4,1,0.75,161.18,0.00
103.172.110.97,4,1,0.75,162.49,0.00
103.172.111.96,4,1,0.75,162.71,0.00
103.172.111.249,4,1,0.75,162.96,0.00
103.172.110.96,4,1,0.75,163.36,0.00
103.172.111.168,4,1,0.75,163.44,0.00
103.172.110.95,4,1,0.75,163.78,0.00
103.172.110.95,4,1,0.75,163.83,0.00
103.172.110.98,4,1,0.75,163.92,0.00
103.172.111.101,4,1,0.75,164.37,0.00
103.172.110.98,4,1,0.75,164.61,0.00
103.172.111.50,4,1,0.75,164.85,0.00
103.172.110.98,4,1,0.75,165.36,0.00
103.172.110.96,4,1,0.75,165.59,0.00
103.172.111.249,4,1,0.75,165.70,0.00
103.172.111.249,4,1,0.75,165.76,0.00
103.172.110.203,4,1,0.75,165.76,0.00
103.172.110.103,4,1,0.75,166.15,0.00
103.172.111.97,4,1,0.75,166.21,0.00
103.172.110.109,4,1,0.75,166.58,0.00
103.172.111.249,4,1,0.75,166.71,0.00
103.172.111.168,4,1,0.75,167.37,0.00
103.172.111.168,4,1,0.75,167.73,0.00
103.172.111.168,4,1,0.75,168.11,0.00
103.172.110.10,4,1,0.75,169.00,0.00
103.172.111.114,4,1,0.75,169.52,0.00
103.172.111.246,4,1,0.75,169.74,0.00
103.172.110.98,4,1,0.75,169.83,0.00
103.172.110.98,4,1,0.75,169.90,0.00
103.172.110.99,4,1,0.75,170.03,0.00
103.172.111.106,4,1,0.75,170.62,0.00
103.172.111.96,4,1,0.75,171.52,0.00
103.172.111.168,4,1,0.75,171.68,0.00
103.172.110.95,4,1,0.75,172.58,0.00
103.172.111.168,4,1,0.75,172.88,0.00
103.172.111.246,4,1,0.75,173.09,0.00
103.172.110.99,4,1,0.75,174.04,0.00
103.172.111.168,4,1,0.75,175.73,0.00
103.172.111.101,4,1,0.75,176.25,0.00
103.172.110.99,4,1,0.75,176.25,0.00
103.172.111.101,4,1,0.75,177.19,0.00
103.172.111.95,4,1,0.75,177.29,0.00
103.172.111.249,4,1,0.75,178.08,0.00
103.172.110.99,4,1,0.75,178.47,0.00
103.172.111.98,4,1,0.75,179.15,0.00
103.172.111.95,4,1,0.75,179.29,0.00
103.172.111.246,4,1,0.75,180.14,0.00
103.172.110.101,4,1,0.75,180.18,0.00
103.172.111.168,4,1,0.75,180.44,0.00
103.172.111.96,4,1,0.75,182.58,0.00
103.172.110.99,4,1,0.75,183.46,0.00
103.172.110.96,4,1,0.75,183.54,0.00
103.172.111.101,4,1,0.75,184.25,0.00
103.172.111.101,4,1,0.75,184.59,0.00
103.172.111.96,4,1,0.75,186.29,0.00
103.172.110.98,4,1,0.75,186.50,0.00
103.172.111.101,4,1,0.75,188.41,0.00
103.172.111.95,4,1,0.75,190.84,0.00
103.172.111.246,4,1,0.75,190.98,0.00
103.172.111.122,4,1,0.75,191.48,0.00
103.172.110.95,4,1,0.75,192.04,0.00
103.172.110.97,4,1,0.75,192.78,0.00
103.172.111.98,4,1,0.75,194.50,0.00
8.222.199.55,4,1,0.75,194.57,0.00
103.172.111.97,4,1,0.75,194.69,0.00
103.172.111.97,4,1,0.75,195.07,0.00
103.172.111.101,4,1,0.75,196.28,0.00
103.172.111.95,4,1,0.75,197.26,0.00
103.172.111.168,4,1,0.75,197.50,0.00
103.172.111.95,4,1,0.75,198.44,0.00
103.172.111.97,4,1,0.75,198.52,0.00
103.172.111.99,4,1,0.75,199.14,0.00
103.172.110.99,4,1,0.75,200.34,0.00
103.172.111.168,4,1,0.75,201.34,0.00
103.172.111.249,4,1,0.75,202.71,0.00
103.172.110.96,4,1,0.75,208.49,0.00
103.172.111.168,4,1,0.75,208.97,0.00
103.172.111.112,4,1,0.75,208.97,0.00
103.172.110.99,4,1,0.75,209.51,0.00
103.172.111.168,4,1,0.75,209.59,0.00
103.172.110.97,4,1,0.75,209.85,0.00
103.172.111.168,4,1,0.75,211.86,0.00
103.172.111.95,4,1,0.75,212.41,0.00
103.172.110.98,4,1,0.75,212.83,0.00
103.172.111.95,4,1,0.75,216.95,0.00
103.172.111.99,4,1,0.75,217.73,0.00
103.172.111.168,4,1,0.75,217.84,0.00
103.172.111.95,4,1,0.75,217.90,0.00
103.172.111.168,4,1,0.75,219.03,0.00
103.172.110.99,4,1,0.75,219.38,0.00
103.172.111.168,4,1,0.75,219.64,0.00
103.172.110.104,4,1,0.75,220.85,0.00
103.172.110.96,4,1,0.75,221.18,0.00
103.172.111.168,4,1,0.75,221.55,0.00
103.172.111.96,4,1,0.75,221.70,0.00
103.172.111.249,4,1,0.75,221.79,0.00
103.172.111.168,4,1,0.75,221.98,0.00
103.172.111.168,4,1,0.75,223.33,0.00
103.172.111.168,4,1,0.75,223.79,0.00
103.172.110.96,4,1,0.75,224.21,0.00
103.172.110.98,4,1,0.75,224.21,0.00
103.172.110.97,4,1,0.75,224.89,0.00
103.172.110.101,4,1,0.75,225.28,0.00
103.172.111.106,4,1,0.75,225.83,0.00
103.172.110.98,4,1,0.75,226.58,0.00
103.172.110.97,4,1,0.75,227.33,0.00
103.172.111.168,4,1,0.75,227.85,0.00
103.172.111.95,4,1,0.75,227.97,0.00
103.172.110.95,4,1,0.75,230.33,0.00
103.172.111.249,4,1,0.75,230.40,0.00
103.172.111.168,4,1,0.75,231.33,0.00
103.172.111.101,4,1,0.75,231.66,0.00
103.172.110.100,4,1,0.75,232.95,0.00
103.172.111.168,4,1,0.75,233.01,0.00
103.172.110.95,4,1,0.75,233.79,0.00
103.172.110.98,4,1,0.75,233.88,0.00
103.172.110.97,4,1,0.75,234.12,0.00
103.172.110.97,4,1,0.75,235.01,0.00
103.172.110.96,4,1,0.75,235.26,0.00
103.172.111.96,4,1,0.75,235.35,0.00
103.172.110.97,4,1,0.75,235.77,0.00
103.172.111.168,4,1,0.75,236.80,0.00
103.172.110.98,4,1,0.75,237.85,0.00
103.172.111.249,4,1,0.75,240.46,0.00
103.172.111.249,4,1,0.75,240.46,0.00
103.172.111.249,4,1,0.75,241.98,0.00
103.172.110.99,4,1,0.75,243.12,0.00
103.172.111.168,4,1,0.75,243.26,0.00
103.172.111.168,4,1,0.75,243.33,0.00
103.172.111.168,4,1,0.75,243.44,0.00
103.172.111.249,4,1,0.75,243.97,0.00
103.172.111.65,4,1,0.75,246.22,0.00
103.172.111.176,4,1,0.75,247.31,0.00
103.172.110.97,4,1,0.75,251.27,0.00
103.172.111.95,4,1,0.75,251.35,0.00
8.209.85.64,4,1,0.75,254.43,0.00
103.172.110.95,4,1,0.75,255.21,0.00
103.172.111.99,4,1,0.75,255.74,0.00
103.172.111.168,4,1,0.75,256.36,0.00
103.172.110.99,4,1,0.75,258.40,0.00
103.172.111.95,4,1,0.75,259.80,0.00
8.219.111.147,4,1,0.75,260.65,0.00
103.172.110.99,4,1,0.75,261.25,0.00
103.172.111.249,4,1,0.75,261.88,0.00
103.172.110.95,4,1,0.75,262.68,0.00
103.172.110.96,4,1,0.75,264.75,0.00
103.172.110.97,4,1,0.75,266.06,0.00
103.172.110.96,4,1,0.75,266.71,0.00
103.172.110.98,4,1,0.75,267.74,0.00
103.172.110.98,4,1,0.75,267.75,0.00
8.209.107.31,4,1,0.75,272.41,0.00
103.172.110.99,4,1,0.75,272.74,0.00
103.172.111.96,4,1,0.75,273.28,0.00
103.172.111.101,4,1,0.75,273.62,0.00
8.219.191.131,4,1,0.75,274.11,0.00
103.172.110.98,4,1,0.75,276.46,0.00
103.172.111.101,4,1,0.75,277.82,0.00
103.172.110.98,4,1,0.75,278.77,0.00
103.172.110.98,4,1,0.75,278.78,0.00
103.172.110.96,4,1,0.75,279.34,0.00
103.172.111.95,4,1,0.75,280.34,0.00
103.172.110.109,4,1,0.75,281.26,0.00
140.238.17.176,4,1,0.75,281.59,0.00
103.172.110.104,4,1,0.75,283.32,0.00
103.172.111.168,4,1,0.75,284.13,0.00
103.172.110.99,4,1,0.75,286.76,0.00
103.172.111.99,4,1,0.75,288.45,0.00
103.172.111.101,4,1,0.75,289.23,0.00
103.172.110.99,4,1,0.75,289.46,0.00
8.209.112.198,4,1,0.75,289.54,0.00
103.172.111.123,4,1,0.75,291.24,0.00
103.172.110.95,4,1,0.75,291.86,0.00
8.209.76.227,4,1,0.75,291.90,0.00
103.172.110.98,4,1,0.75,292.78,0.00
103.172.111.168,4,1,0.75,292.82,0.00
103.172.110.95,4,1,0.75,293.67,0.00
103.172.110.95,4,1,0.75,294.01,0.00
103.172.110.98,4,1,0.75,294.17,0.00
103.172.110.99,4,1,0.75,294.27,0.00
103.172.110.97,4,1,0.75,294.57,0.00
8.209.76.227,4,1,0.75,295.57,0.00
103.172.110.97,4,1,0.75,296.04,0.00
103.172.110.99,4,1,0.75,301.17,0.00
8.209.112.198,4,1,0.75,303.69,0.00
103.172.111.96,4,1,0.75,303.99,0.00
103.172.111.106,4,1,0.75,304.15,0.00
103.172.110.101,4,1,0.75,311.01,0.00
103.172.111.101,4,1,0.75,317.30,0.00
103.172.110.100,4,1,0.75,318.14,0.00
103.172.110.97,4,1,0.75,318.80,0.00
103.172.110.97,4,1,0.75,319.74,0.00
8.209.117.14,4,1,0.75,320.93,0.00
103.172.110.95,4,1,0.75,322.59,0.00
47.91.89.95,4,1,0.75,322.82,0.00
103.172.110.99,4,1,0.75,323.11,0.00
103.172.111.107,4,1,0.75,324.99,0.00
157.230.41.162,4,1,0.75,325.93,0.00
103.172.110.98,4,1,0.75,325.96,0.00
103.172.110.10,4,1,0.75,326.09,0.00
103.172.111.246,4,1,0.75,329.29,0.00
103.172.110.96,4,1,0.75,330.06,0.00
103.172.110.99,4,1,0.75,330.11,0.00
103.172.111.101,4,1,0.75,332.01,0.00
103.172.110.101,4,1,0.75,333.81,0.00
103.172.110.10,4,1,0.75,334.46,0.00
103.172.111.101,4,1,0.75,335.41,0.00
103.172.110.97,4,1,0.75,335.86,0.00
103.172.111.168,4,1,0.75,337.35,0.00
103.172.110.96,4,1,0.75,339.06,0.00
103.172.110.104,4,1,0.75,340.00,0.00
103.172.110.97,4,1,0.75,341.55,0.00
103.172.110.97,4,1,0.75,342.46,0.00
103.172.110.95,4,1,0.75,343.24,0.00
103.172.110.99,4,1,0.75,343.57,0.00
103.172.110.98,4,1,0.75,348.60,0.00
103.172.110.95,4,1,0.75,348.91,0.00
103.172.111.101,4,1,0.75,349.43,0.00
140.83.50.255,4,1,0.75,350.24,0.00
103.172.111.246,4,1,0.75,353.14,0.00
146.70.149.7,4,1,0.75,356.24,0.00
8.209.90.110,4,1,0.75,356.76,0.00
103.172.111.246,4,1,0.75,356.96,0.00
103.172.110.99,4,1,0.75,362.14,0.00
165.22.60.49,4,1,0.75,363.52,0.00
103.172.111.246,4,1,0.75,365.12,0.00
103.172.111.168,4,1,0.75,365.25,0.00
103.172.110.98,4,1,0.75,369.19,0.00
103.172.110.102,4,1,0.75,375.54,0.00
103.172.111.168,4,1,0.75,377.10,0.00
103.172.111.168,4,1,0.75,377.60,0.00
103.172.110.96,4,1,0.75,378.87,0.00
103.172.110.10,4,1,0.75,379.43,0.00
103.172.111.101,4,1,0.75,380.92,0.00
103.172.110.97,4,1,0.75,382.14,0.00
103.172.110.96,4,1,0.75,383.09,0.00
103.172.110.96,4,1,0.75,383.76,0.00
103.172.110.97,4,1,0.75,385.48,0.00
8.209.96.2,4,1,0.75,387.00,0.00
103.172.110.96,4,1,0.75,387.76,0.00
103.172.110.98,4,1,0.75,389.00,0.00
8.209.119.20,4,1,0.75,389.18,0.00
103.172.110.97,4,1,0.75,390.96,0.00
103.172.110.97,4,1,0.75,391.05,0.00
103.172.111.246,4,1,0.75,393.28,0.00
188.166.231.27,4,1,0.75,394.97,0.00
103.172.110.95,4,1,0.75,396.05,0.00
103.172.110.96,4,1,0.75,396.23,0.00
103.172.111.96,4,1,0.75,396.81,0.00
103.172.110.99,4,1,0.75,396.88,0.00
103.172.111.246,4,1,0.75,397.20,0.00
103.172.110.96,4,1,0.75,398.60,0.00
103.172.110.97,4,1,0.75,398.73,0.00
103.172.110.97,4,1,0.75,400.93,0.00
103.172.110.95,4,1,0.75,401.42,0.00
103.172.110.95,4,1,0.75,402.52,0.00
103.172.110.97,4,1,0.75,405.99,0.00
103.172.111.101,4,1,0.75,406.98,0.00
47.254.150.150,4,1,0.75,408.05,0.00
103.172.110.98,4,1,0.75,409.41,0.00
103.172.110.97,4,1,0.75,410.97,0.00
103.172.110.99,4,1,0.75,411.04,0.00
103.172.111.168,4,1,0.75,411.46,0.00
103.172.110.96,4,1,0.75,411.70,0.00
103.172.110.96,4,1,0.75,412.12,0.00
103.172.110.10,4,1,0.75,412.28,0.00
103.172.110.97,4,1,0.75,413.37,0.00
103.172.110.97,4,1,0.75,417.02,0.00
103.172.110.96,4,1,0.75,417.66,0.00
103.172.110.96,4,1,0.75,419.67,0.00
103.172.110.95,4,1,0.75,420.16,0.00
103.172.110.97,4,1,0.75,420.53,0.00
103.172.111.101,4,1,0.75,420.91,0.00
103.172.110.97,4,1,0.75,425.12,0.00
103.172.110.96,4,1,0.75,425.88,0.00
103.172.111.168,4,1,0.75,425.92,0.00
103.172.110.96,4,1,0.75,428.48,0.00
103.11.189.75,4,1,0.75,432.56,0.00
103.172.110.98,4,1,0.75,433.66,0.00
103.172.111.101,4,1,0.75,438.25,0.00
103.172.110.98,4,1,0.75,438.89,0.00
103.172.111.101,4,1,0.75,439.35,0.00
103.172.110.98,4,1,0.75,440.01,0.00
103.172.110.96,4,1,0.75,441.14,0.00
103.172.110.97,4,1,0.75,443.60,0.00
103.172.110.98,4,1,0.75,443.94,0.00
103.172.111.106,4,1,0.75,445.89,0.00
