IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
103.172.111.96,4,3,0.25,152.38,0.00
103.172.111.96,4,3,0.25,152.56,0.00
103.172.111.50,4,3,0.25,152.98,0.00
103.172.110.104,4,3,0.25,153.19,0.00
103.172.111.96,4,3,0.25,153.27,0.00
103.172.110.99,4,3,0.25,153.50,0.00
103.172.111.249,4,3,0.25,153.65,0.00
103.172.111.249,4,3,0.25,153.86,0.00
103.172.110.96,4,3,0.25,154.28,0.00
152.67.219.199,4,3,0.25,154.65,0.00
158.180.83.144,4,3,0.25,154.68,0.00
158.180.74.133,4,3,0.25,155.58,0.00
103.172.111.95,4,3,0.25,156.34,0.00
103.172.111.96,4,3,0.25,156.45,0.00
103.172.111.95,4,3,0.25,156.79,0.00
103.172.111.65,4,3,0.25,156.92,0.00
103.172.111.98,4,3,0.25,156.94,0.00
103.172.111.168,4,3,0.25,157.06,0.00
103.172.111.249,4,3,0.25,157.14,0.00
103.172.111.101,4,3,0.25,157.89,0.00
103.172.111.249,4,3,0.25,157.97,0.00
103.172.110.101,4,3,0.25,158.16,0.00
103.172.110.96,4,3,0.25,158.17,0.00
158.180.89.12,4,3,0.25,158.25,0.00
103.172.110.99,4,3,0.25,158.36,0.00
103.172.111.168,4,3,0.25,158.73,0.00
103.172.111.95,4,3,0.25,158.98,0.00
103.172.111.15,4,3,0.25,159.28,0.00
103.172.111.98,4,3,0.25,159.65,0.00
103.172.111.96,4,3,0.25,159.66,0.00
103.172.111.168,4,3,0.25,160.87,0.00
103.172.111.245,4,3,0.25,161.34,0.00
103.172.111.168,4,3,0.25,161.54,0.00
103.172.111.95,4,3,0.25,161.56,0.00
103.172.111.65,4,3,0.25,161.57,0.00
103.172.110.10,4,3,0.25,161.77,0.00
103.172.110.98,4,3,0.25,161.90,0.00
103.172.111.249,4,3,0.25,162.07,0.00
103.172.111.249,4,3,0.25,162.49,0.00
103.172.111.250,4,3,0.25,162.53,0.00
103.172.111.95,4,3,0.25,162.59,0.00
103.172.111.249,4,3,0.25,162.73,0.00
103.172.111.168,4,3,0.25,163.42,0.00
138.2.115.34,4,3,0.25,163.47,0.00
103.172.111.249,4,3,0.25,163.97,0.00
103.172.111.249,4,3,0.25,164.03,0.00
103.172.111.168,4,3,0.25,164.53,0.00
103.172.111.249,4,3,0.25,165.26,0.00
103.172.111.248,4,3,0.25,165.46,0.00
103.172.111.249,4,3,0.25,165.72,0.00
103.172.111.95,4,3,0.25,165.86,0.00
144.24.75.81,4,3,0.25,166.31,0.00
103.172.111.168,4,3,0.25,166.43,0.00
103.172.111.168,4,3,0.25,166.65,0.00
103.172.111.95,4,3,0.25,166.93,0.00
103.172.111.168,4,3,0.25,167.19,0.00
103.172.111.101,4,3,0.25,167.23,0.00
103.172.111.168,4,3,0.25,167.42,0.00
103.172.111.249,4,3,0.25,167.43,0.00
152.67.201.73,4,3,0.25,167.54,0.00
103.172.111.168,4,3,0.25,167.79,0.00
103.172.110.100,4,3,0.25,168.06,0.00
103.172.111.168,4,3,0.25,168.25,0.00
103.172.111.168,4,3,0.25,168.54,0.00
103.172.111.168,4,3,0.25,168.79,0.00
103.172.110.98,4,3,0.25,168.96,0.00
103.172.111.98,4,3,0.25,169.52,0.00
103.172.111.168,4,3,0.25,169.67,0.00
103.172.111.168,4,3,0.25,169.94,0.00
152.67.197.220,4,3,0.25,170.43,0.00
103.172.111.168,4,3,0.25,170.71,0.00
103.172.111.95,4,3,0.25,170.77,0.00
103.172.110.98,4,3,0.25,170.95,0.00
103.172.111.168,4,3,0.25,171.77,0.00
103.172.111.168,4,3,0.25,172.21,0.00
103.172.111.95,4,3,0.25,173.88,0.00
103.172.110.95,4,3,0.25,173.96,0.00
103.172.111.249,4,3,0.25,174.40,0.00
103.172.111.95,4,3,0.25,174.79,0.00
103.172.110.100,4,3,0.25,175.16,0.00
103.172.110.96,4,3,0.25,175.33,0.00
103.172.110.104,4,3,0.25,175.56,0.00
103.172.111.65,4,3,0.25,176.63,0.00
103.172.111.95,4,3,0.25,177.82,0.00
103.172.111.97,4,3,0.25,178.39,0.00
103.172.111.65,4,3,0.25,178.55,0.00
103.172.110.97,4,3,0.25,179.05,0.00
103.172.111.95,4,3,0.25,179.31,0.00
103.172.111.96,4,3,0.25,179.37,0.00
103.172.111.96,4,3,0.25,180.55,0.00
103.172.111.249,4,3,0.25,180.87,0.00
103.172.110.98,4,3,0.25,180.98,0.00
103.172.111.168,4,3,0.25,181.75,0.00
103.172.110.102,4,3,0.25,181.82,0.00
103.172.111.95,4,3,0.25,182.60,0.00
103.172.111.95,4,3,0.25,183.13,0.00
103.172.111.168,4,3,0.25,183.54,0.00
103.172.111.101,4,3,0.25,183.59,0.00
103.172.111.96,4,3,0.25,184.07,0.00
103.172.111.168,4,3,0.25,184.13,0.00
103.172.111.99,4,3,0.25,184.35,0.00
103.172.111.168,4,3,0.25,186.30,0.00
103.172.111.96,4,3,0.25,186.43,0.00
103.172.110.100,4,3,0.25,186.57,0.00
103.172.111.98,4,3,0.25,186.71,0.00
103.172.111.245,4,3,0.25,186.80,0.00
103.172.111.97,4,3,0.25,186.87,0.00
103.172.111.168,4,3,0.25,187.01,0.00
103.172.111.96,4,3,0.25,187.13,0.00
158.180.82.251,4,3,0.25,187.19,0.00
103.172.111.168,4,3,0.25,187.25,0.00
103.172.111.96,4,3,0.25,188.04,0.00
103.172.111.99,4,3,0.25,189.03,0.00
103.172.110.96,4,3,0.25,189.14,0.00
103.172.111.97,4,3,0.25,189.25,0.00
103.172.110.96,4,3,0.25,189.30,0.00
103.172.111.168,4,3,0.25,189.89,0.00
103.172.111.95,4,3,0.25,190.10,0.00
103.172.111.96,4,3,0.25,190.56,0.00
103.172.111.168,4,3,0.25,190.92,0.00
103.172.110.98,4,3,0.25,190.93,0.00
103.172.110.96,4,3,0.25,191.08,0.00
103.172.110.98,4,3,0.25,191.25,0.00
103.172.111.246,4,3,0.25,191.47,0.00
103.172.110.99,4,3,0.25,191.99,0.00
103.172.111.96,4,3,0.25,192.19,0.00
103.172.111.168,4,3,0.25,192.21,0.00
103.172.111.246,4,3,0.25,192.63,0.00
103.172.110.100,4,3,0.25,193.10,0.00
103.172.111.97,4,3,0.25,193.44,0.00
8.219.193.97,4,3,0.25,194.20,0.00
103.172.111.101,4,3,0.25,194.62,0.00
103.172.110.98,4,3,0.25,194.63,0.00
103.172.111.101,4,3,0.25,194.74,0.00
103.172.111.96,4,3,0.25,194.87,0.00
103.172.110.96,4,3,0.25,195.45,0.00
103.172.111.99,4,3,0.25,196.09,0.00
103.172.111.95,4,3,0.25,196.10,0.00
103.172.111.168,4,3,0.25,196.15,0.00
103.172.110.97,4,3,0.25,196.18,0.00
103.172.111.149,4,3,0.25,196.59,0.00
103.172.110.95,4,3,0.25,197.04,0.00
103.172.110.101,4,3,0.25,197.06,0.00
103.172.111.96,4,3,0.25,197.71,0.00
103.172.111.30,4,3,0.25,198.37,0.00
103.172.110.99,4,3,0.25,199.16,0.00
103.172.111.101,4,3,0.25,200.10,0.00
103.172.110.95,4,3,0.25,200.38,0.00
103.172.110.95,4,3,0.25,200.44,0.00
103.172.111.99,4,3,0.25,201.60,0.00
103.172.111.95,4,3,0.25,202.08,0.00
103.172.111.101,4,3,0.25,202.18,0.00
103.172.111.97,4,3,0.25,202.57,0.00
103.172.111.95,4,3,0.25,202.88,0.00
103.172.111.97,4,3,0.25,203.00,0.00
158.180.73.201,4,3,0.25,203.77,0.00
103.172.111.95,4,3,0.25,204.19,0.00
8.222.219.34,4,3,0.25,204.64,0.00
103.172.111.245,4,3,0.25,204.70,0.00
103.172.111.99,4,3,0.25,205.02,0.00
103.172.111.168,4,3,0.25,205.52,0.00
103.172.111.97,4,3,0.25,205.62,0.00
103.172.111.168,4,3,0.25,206.00,0.00
103.172.111.95,4,3,0.25,206.61,0.00
103.172.110.96,4,3,0.25,206.92,0.00
8.222.210.237,4,3,0.25,206.99,0.00
103.172.111.95,4,3,0.25,207.31,0.00
103.172.110.97,4,3,0.25,208.07,0.00
103.172.111.246,4,3,0.25,208.33,0.00
103.172.111.101,4,3,0.25,211.00,0.00
8.222.156.205,4,3,0.25,212.87,0.00
103.172.110.96,4,3,0.25,214.08,0.00
103.172.111.168,4,3,0.25,214.60,0.00
103.172.110.101,4,3,0.25,215.51,0.00
103.172.111.99,4,3,0.25,218.48,0.00
103.172.110.99,4,3,0.25,218.53,0.00
103.172.111.122,4,3,0.25,218.56,0.00
149.129.208.127,4,3,0.25,218.64,0.00
103.172.110.101,4,3,0.25,218.86,0.00
103.172.111.168,4,3,0.25,219.35,0.00
103.172.111.101,4,3,0.25,220.27,0.00
103.172.111.98,4,3,0.25,220.46,0.00
103.172.110.95,4,3,0.25,222.37,0.00
103.172.110.95,4,3,0.25,223.55,0.00
103.172.111.168,4,3,0.25,223.80,0.00
103.172.111.98,4,3,0.25,224.42,0.00
103.172.111.99,4,3,0.25,224.52,0.00
103.172.111.106,4,3,0.25,224.86,0.00
8.222.133.63,4,3,0.25,225.73,0.00
103.172.111.101,4,3,0.25,225.99,0.00
103.172.110.98,4,3,0.25,226.76,0.00
103.172.110.96,4,3,0.25,227.08,0.00
8.219.157.97,4,3,0.25,227.93,0.00
103.172.110.95,4,3,0.25,228.41,0.00
103.172.110.95,4,3,0.25,229.31,0.00
8.222.199.55,4,3,0.25,230.37,0.00
103.172.111.95,4,3,0.25,231.08,0.00
103.172.111.95,4,3,0.25,232.94,0.00
8.208.86.31,4,3,0.25,233.48,0.00
103.172.111.97,4,3,0.25,233.85,0.00
8.208.86.31,4,3,0.25,234.18,0.00
103.172.110.99,4,3,0.25,234.23,0.00
103.172.111.101,4,3,0.25,236.54,0.00
103.172.110.101,4,3,0.25,237.75,0.00
150.230.210.31,4,3,0.25,239.50,0.00
138.2.121.165,4,3,0.25,240.36,0.00
103.172.110.96,4,3,0.25,241.87,0.00
8.222.199.55,4,3,0.25,242.45,0.00
103.172.111.98,4,3,0.25,242.46,0.00
103.172.110.95,4,3,0.25,244.57,0.00
8.222.251.201,4,3,0.25,245.24,0.00
103.172.110.99,4,3,0.25,245.42,0.00
103.172.111.101,4,3,0.25,247.23,0.00
103.172.110.99,4,3,0.25,248.50,0.00
103.172.111.96,4,3,0.25,249.57,0.00
103.172.111.168,4,3,0.25,249.60,0.00
103.172.110.102,4,3,0.25,250.51,0.00
103.172.110.98,4,3,0.25,250.59,0.00
103.172.110.97,4,3,0.25,251.51,0.00
103.172.111.96,4,3,0.25,251.95,0.00
103.172.111.101,4,3,0.25,252.51,0.00
103.172.110.102,4,3,0.25,252.82,0.00
103.172.110.95,4,3,0.25,253.42,0.00
103.172.110.99,4,3,0.25,254.89,0.00
103.172.110.96,4,3,0.25,255.13,0.00
103.172.111.99,4,3,0.25,256.03,0.00
8.219.161.129,4,3,0.25,256.20,0.00
103.172.111.96,4,3,0.25,256.55,0.00
8.209.112.9,4,3,0.25,257.41,0.00
103.172.111.96,4,3,0.25,257.45,0.00
8.219.196.24,4,3,0.25,258.61,0.00
103.172.111.101,4,3,0.25,260.21,0.00
103.172.110.95,4,3,0.25,260.45,0.00
103.172.111.107,4,3,0.25,260.71,0.00
103.172.110.99,4,3,0.25,260.76,0.00
103.172.111.101,4,3,0.25,260.76,0.00
103.172.111.168,4,3,0.25,262.77,0.00
103.172.110.97,4,3,0.25,264.45,0.00
103.172.110.98,4,3,0.25,265.02,0.00
103.172.110.98,4,3,0.25,265.67,0.00
103.172.110.97,4,3,0.25,265.81,0.00
103.172.111.99,4,3,0.25,268.36,0.00
103.172.111.168,4,3,0.25,270.46,0.00
103.172.110.99,4,3,0.25,271.14,0.00
103.172.111.96,4,3,0.25,271.48,0.00
103.172.110.95,4,3,0.25,271.88,0.00
8.211.2.66,4,3,0.25,272.61,0.00
103.172.111.246,4,3,0.25,273.25,0.00
103.172.110.97,4,3,0.25,274.31,0.00
8.209.104.206,4,3,0.25,274.39,0.00
103.172.110.96,4,3,0.25,274.40,0.00
103.172.110.98,4,3,0.25,274.55,0.00
8.209.110.156,4,3,0.25,274.68,0.00
103.172.110.97,4,3,0.25,275.17,0.00
103.172.110.98,4,3,0.25,276.69,0.00
8.209.68.133,4,3,0.25,276.91,0.00
103.172.111.168,4,3,0.25,277.31,0.00
103.172.110.98,4,3,0.25,278.94,0.00
8.211.3.18,4,3,0.25,279.55,0.00
103.172.111.168,4,3,0.25,279.81,0.00
103.172.110.96,4,3,0.25,281.04,0.00
103.172.110.103,4,3,0.25,281.20,0.00
103.172.110.98,4,3,0.25,281.23,0.00
103.172.111.101,4,3,0.25,281.57,0.00
103.172.110.96,4,3,0.25,282.62,0.00
8.208.25.37,4,3,0.25,282.67,0.00
103.172.110.95,4,3,0.25,284.10,0.00
103.172.111.101,4,3,0.25,284.35,0.00
103.172.110.10,4,3,0.25,285.87,0.00
103.172.110.10,4,3,0.25,287.82,0.00
8.209.105.36,4,3,0.25,289.29,0.00
103.172.110.7,4,3,0.25,289.35,0.00
103.172.111.252,4,3,0.25,289.51,0.00
103.172.111.168,4,3,0.25,289.68,0.00
103.172.110.98,4,3,0.25,289.78,0.00
103.172.110.99,4,3,0.25,290.30,0.00
103.172.110.95,4,3,0.25,292.35,0.00
103.172.110.99,4,3,0.25,293.47,0.00
8.209.109.131,4,3,0.25,294.01,0.00
8.209.105.36,4,3,0.25,295.05,0.00
103.172.110.97,4,3,0.25,296.18,0.00
103.172.111.101,4,3,0.25,296.81,0.00
103.172.110.103,4,3,0.25,297.04,0.00
103.172.110.96,4,3,0.25,297.05,0.00
8.209.111.200,4,3,0.25,297.29,0.00
103.172.111.101,4,3,0.25,297.60,0.00
8.209.85.64,4,3,0.25,298.53,0.00
103.172.110.97,4,3,0.25,299.02,0.00
8.211.1.212,4,3,0.25,299.36,0.00
103.172.110.97,4,3,0.25,299.48,0.00
103.172.110.98,4,3,0.25,299.51,0.00
103.172.110.95,4,3,0.25,299.53,0.00
8.211.2.134,4,3,0.25,300.40,0.00
103.172.110.98,4,3,0.25,301.39,0.00
103.172.111.101,4,3,0.25,301.49,0.00
103.172.111.96,4,3,0.25,301.95,0.00
8.209.103.188,4,3,0.25,302.80,0.00
103.172.111.101,4,3,0.25,303.17,0.00
103.172.111.101,4,3,0.25,305.09,0.00
103.172.110.96,4,3,0.25,306.18,0.00
8.209.109.179,4,3,0.25,309.74,0.00
103.172.111.101,4,3,0.25,310.25,0.00
103.172.111.101,4,3,0.25,310.67,0.00
103.172.110.97,4,3,0.25,310.74,0.00
103.172.111.101,4,3,0.25,310.88,0.00
139.59.110.250,4,3,0.25,311.25,0.00
103.172.111.168,4,3,0.25,311.96,0.00
103.172.110.96,4,3,0.25,312.69,0.00
8.209.109.179,4,3,0.25,314.05,0.00
8.209.107.155,4,3,0.25,314.15,0.00
103.172.110.95,4,3,0.25,314.16,0.00
47.254.169.226,4,3,0.25,315.84,0.00
103.172.110.97,4,3,0.25,316.76,0.00
103.172.110.104,4,3,0.25,317.43,0.00
103.172.110.98,4,3,0.25,317.75,0.00
103.172.110.95,4,3,0.25,318.32,0.00
103.172.110.97,4,3,0.25,318.96,0.00
8.209.109.179,4,3,0.25,319.48,0.00
103.172.111.101,4,3,0.25,319.56,0.00
8.209.85.26,4,3,0.25,319.82,0.00
103.172.110.97,4,3,0.25,320.14,0.00
47.91.92.244,4,3,0.25,321.43,0.00
8.209.90.110,4,3,0.25,321.53,0.00
103.172.110.98,4,3,0.25,321.60,0.00
140.238.29.71,4,3,0.25,321.84,0.00
103.172.111.168,4,3,0.25,321.92,0.00
128.199.89.237,4,3,0.25,322.20,0.00
8.211.2.18,4,3,0.25,322.78,0.00
8.209.111.155,4,3,0.25,322.90,0.00
103.172.111.168,4,3,0.25,323.07,0.00
103.172.111.101,4,3,0.25,323.09,0.00
157.230.245.4,4,3,0.25,323.34,0.00
8.209.97.99,4,3,0.25,323.79,0.00
8.209.73.101,4,3,0.25,323.97,0.00
103.172.111.168,4,3,0.25,324.97,0.00
206.189.154.236,4,3,0.25,326.48,0.00
143.198.213.222,4,3,0.25,328.82,0.00
103.172.111.168,4,3,0.25,329.62,0.00
103.172.111.101,4,3,0.25,329.95,0.00
103.172.110.97,4,3,0.25,330.05,0.00
103.172.110.95,4,3,0.25,330.14,0.00
8.209.85.64,4,3,0.25,331.56,0.00
8.209.101.184,4,3,0.25,332.53,0.00
103.172.111.168,4,3,0.25,333.25,0.00
8.211.2.66,4,3,0.25,333.84,0.00
167.71.211.191,4,3,0.25,334.71,0.00
143.198.213.215,4,3,0.25,336.15,0.00
103.172.111.168,4,3,0.25,339.23,0.00
47.91.95.2,4,3,0.25,340.55,0.00
8.209.100.126,4,3,0.25,342.28,0.00
103.172.111.246,4,3,0.25,342.57,0.00
103.172.110.96,4,3,0.25,343.23,0.00
103.172.110.95,4,3,0.25,343.96,0.00
103.172.111.168,4,3,0.25,344.35,0.00
146.190.91.58,4,3,0.25,344.57,0.00
103.172.111.101,4,3,0.25,345.00,0.00
47.91.87.63,4,3,0.25,345.09,0.00
103.172.111.168,4,3,0.25,345.26,0.00
103.172.111.106,4,3,0.25,346.21,0.00
47.91.92.244,4,3,0.25,346.44,0.00
103.172.111.101,4,3,0.25,347.83,0.00
143.198.217.181,4,3,0.25,349.29,0.00
103.172.110.99,4,3,0.25,349.63,0.00
103.172.111.101,4,3,0.25,350.09,0.00
104.248.149.85,4,3,0.25,350.72,0.00
132.226.175.232,4,3,0.25,351.02,0.00
103.172.111.168,4,3,0.25,353.30,0.00
103.172.111.101,4,3,0.25,354.37,0.00
103.172.110.99,4,3,0.25,354.79,0.00
143.198.206.120,4,3,0.25,355.15,0.00
8.209.73.101,4,3,0.25,355.38,0.00
103.172.110.96,4,3,0.25,355.47,0.00
178.128.30.222,4,3,0.25,355.63,0.00
103.172.111.101,4,3,0.25,355.85,0.00
8.209.112.198,4,3,0.25,356.42,0.00
103.172.110.96,4,3,0.25,356.57,0.00
103.172.110.99,4,3,0.25,357.20,0.00
139.59.245.162,4,3,0.25,357.24,0.00
8.211.1.40,4,3,0.25,358.58,0.00
103.172.110.97,4,3,0.25,358.90,0.00
103.172.111.168,4,3,0.25,359.04,0.00
103.172.110.95,4,3,0.25,359.46,0.00
103.172.110.99,4,3,0.25,360.10,0.00
103.172.111.168,4,3,0.25,360.39,0.00
103.172.110.99,4,3,0.25,361.00,0.00
8.211.8.70,4,3,0.25,362.67,0.00
103.172.110.10,4,3,0.25,363.67,0.00
8.209.119.146,4,3,0.25,364.26,0.00
103.172.110.99,4,3,0.25,365.05,0.00
159.223.75.230,4,3,0.25,365.64,0.00
143.198.195.215,4,3,0.25,365.87,0.00
103.172.110.98,4,3,0.25,367.79,0.00
103.172.111.101,4,3,0.25,367.94,0.00
103.172.110.95,4,3,0.25,369.07,0.00
101.100.231.43,4,3,0.25,369.14,0.00
103.172.111.168,4,3,0.25,371.12,0.00
103.172.111.97,4,3,0.25,371.41,0.00
103.172.110.98,4,3,0.25,372.58,0.00
8.211.2.18,4,3,0.25,374.61,0.00
103.172.110.96,4,3,0.25,374.85,0.00
103.172.110.96,4,3,0.25,376.77,0.00
103.172.111.101,4,3,0.25,377.54,0.00
178.128.87.192,4,3,0.25,378.06,0.00
103.172.111.168,4,3,0.25,378.45,0.00
103.172.110.95,4,3,0.25,379.51,0.00
103.172.110.99,4,3,0.25,379.70,0.00
103.172.111.168,4,3,0.25,380.44,0.00
103.172.110.96,4,3,0.25,383.41,0.00
103.172.111.101,4,3,0.25,383.48,0.00
103.172.110.95,4,3,0.25,383.61,0.00
103.172.110.96,4,3,0.25,386.61,0.00
143.198.86.53,4,3,0.25,388.41,0.00
103.172.110.95,4,3,0.25,390.50,0.00
103.172.111.106,4,3,0.25,391.40,0.00
103.172.110.96,4,3,0.25,391.53,0.00
146.190.101.122,4,3,0.25,392.02,0.00
103.172.111.101,4,3,0.25,401.94,0.00
103.172.110.95,4,3,0.25,405.45,0.00
103.172.111.168,4,3,0.25,407.06,0.00
103.172.110.98,4,3,0.25,411.60,0.00
103.172.110.97,4,3,0.25,415.23,0.00
103.172.111.101,4,3,0.25,417.32,0.00
103.172.111.101,4,3,0.25,420.82,0.00
103.172.111.168,4,3,0.25,421.57,0.00
47.254.183.240,4,3,0.25,426.33,0.00
103.172.111.246,4,3,0.25,426.70,0.00
103.172.110.99,4,3,0.25,426.92,0.00
103.172.111.101,4,3,0.25,426.99,0.00
103.172.111.101,4,3,0.25,432.06,0.00
103.172.110.10,4,3,0.25,434.31,0.00
148.66.138.153,4,3,0.25,444.73,0.00
103.172.111.246,4,3,0.25,446.09,0.00
103.172.111.101,4,3,0.25,448.63,0.00
103.172.110.98,4,3,0.25,452.95,0.00
103.172.111.106,4,3,0.25,454.29,0.00
103.172.111.101,4,3,0.25,457.66,0.00
101.100.231.43,4,3,0.25,465.44,0.00
101.100.245.164,4,3,0.25,467.03,0.00
103.172.111.253,4,3,0.25,469.97,0.00
103.172.111.246,4,3,0.25,481.40,0.00
103.172.111.168,4,3,0.25,484.26,0.00
103.172.110.100,4,2,0.50,32.42,0.00
103.172.110.100,4,2,0.50,32.75,0.00
103.172.110.104,4,2,0.50,33.10,0.00
103.172.110.102,4,2,0.50,33.17,0.00
103.172.110.100,4,2,0.50,34.20,0.00
103.172.110.104,4,2,0.50,34.49,0.00
103.172.110.104,4,2,0.50,35.12,0.00
103.172.110.120,4,2,0.50,35.28,0.00
103.172.110.104,4,2,0.50,36.01,0.00
103.172.110.100,4,2,0.50,36.52,0.00
103.172.110.121,4,2,0.50,38.43,0.00
103.172.110.104,4,2,0.50,39.14,0.00
47.243.179.249,4,2,0.50,39.27,0.00
103.172.110.100,4,2,0.50,41.16,0.00
103.172.110.102,4,2,0.50,41.45,0.00
103.172.110.101,4,2,0.50,41.85,0.00
103.172.110.104,4,2,0.50,41.88,0.00
103.172.110.121,4,2,0.50,42.57,0.00
103.172.110.101,4,2,0.50,43.61,0.00
103.172.110.109,4,2,0.50,44.15,0.00
103.172.110.109,4,2,0.50,44.47,0.00
103.172.110.109,4,2,0.50,45.89,0.00
103.172.110.109,4,2,0.50,47.96,0.00
103.172.110.104,4,2,0.50,48.07,0.00
103.172.110.108,4,2,0.50,48.85,0.00
103.172.110.103,4,2,0.50,48.86,0.00
103.172.110.109,4,2,0.50,51.01,0.00
103.172.110.104,4,2,0.50,59.96,0.00
103.172.110.102,4,2,0.50,66.50,0.00
103.172.110.109,4,2,0.50,67.16,0.00
103.172.110.102,4,2,0.50,68.12,0.00
103.172.110.103,4,2,0.50,73.60,0.00
103.172.110.101,4,2,0.50,74.91,0.00
103.172.110.104,4,2,0.50,79.45,0.00
103.172.110.109,4,2,0.50,81.06,0.00
103.172.110.100,4,2,0.50,85.89,0.00
103.172.110.121,4,2,0.50,87.02,0.00
103.172.110.109,4,2,0.50,88.30,0.00
103.172.110.108,4,2,0.50,89.58,0.00
103.172.110.104,4,2,0.50,89.76,0.00
103.172.110.109,4,2,0.50,92.21,0.00
103.172.110.97,4,2,0.50,92.86,0.00
103.172.110.96,4,2,0.50,93.43,0.00
103.172.110.99,4,2,0.50,93.53,0.00
103.172.110.99,4,2,0.50,93.61,0.00
103.172.110.97,4,2,0.50,93.63,0.00
103.172.110.99,4,2,0.50,93.79,0.00
103.172.110.96,4,2,0.50,93.81,0.00
103.172.110.97,4,2,0.50,93.99,0.00
103.172.110.104,4,2,0.50,94.17,0.00
103.172.110.109,4,2,0.50,94.57,0.00
103.172.110.96,4,2,0.50,94.83,0.00
103.172.110.97,4,2,0.50,95.00,0.00
103.172.110.100,4,2,0.50,95.34,0.00
103.172.110.96,4,2,0.50,95.60,0.00
103.172.110.95,4,2,0.50,96.03,0.00
103.172.110.96,4,2,0.50,96.15,0.00
103.172.110.96,4,2,0.50,96.53,0.00
103.172.110.96,4,2,0.50,96.80,0.00
103.172.110.98,4,2,0.50,96.86,0.00
103.172.110.95,4,2,0.50,96.93,0.00
103.172.110.96,4,2,0.50,97.03,0.00
103.172.110.202,4,2,0.50,97.14,0.00
103.172.110.99,4,2,0.50,97.25,0.00
103.172.110.96,4,2,0.50,97.30,0.00
103.172.110.97,4,2,0.50,97.48,0.00
103.172.110.95,4,2,0.50,97.53,0.00
103.172.110.97,4,2,0.50,97.74,0.00
103.172.110.7,4,2,0.50,97.95,0.00
103.172.110.98,4,2,0.50,97.98,0.00
103.172.110.95,4,2,0.50,98.10,0.00
103.172.110.97,4,2,0.50,98.25,0.00
103.172.110.98,4,2,0.50,98.28,0.00
103.172.110.98,4,2,0.50,98.38,0.00
103.172.110.99,4,2,0.50,98.86,0.00
103.172.110.98,4,2,0.50,98.95,0.00
103.172.110.96,4,2,0.50,98.98,0.00
103.172.110.98,4,2,0.50,99.17,0.00
103.172.110.97,4,2,0.50,99.18,0.00
103.172.110.96,4,2,0.50,99.20,0.00
103.172.110.7,4,2,0.50,99.42,0.00
103.172.110.104,4,2,0.50,99.64,0.00
103.172.110.99,4,2,0.50,99.74,0.00
103.172.110.95,4,2,0.50,99.80,0.00
103.172.110.95,4,2,0.50,99.82,0.00
103.172.110.99,4,2,0.50,99.83,0.00
103.172.110.104,4,2,0.50,100.26,0.00
103.172.110.99,4,2,0.50,100.33,0.00
103.172.110.96,4,2,0.50,100.93,0.00
103.172.110.96,4,2,0.50,100.95,0.00
103.172.110.202,4,2,0.50,101.04,0.00
103.172.110.99,4,2,0.50,101.10,0.00
103.172.110.98,4,2,0.50,101.20,0.00
103.172.110.98,4,2,0.50,101.26,0.00
103.172.110.106,4,2,0.50,101.41,0.00
103.172.110.99,4,2,0.50,101.97,0.00
103.172.110.97,4,2,0.50,101.99,0.00
103.172.110.99,4,2,0.50,102.09,0.00
103.172.110.98,4,2,0.50,102.61,0.00
103.172.110.95,4,2,0.50,102.67,0.00
103.172.110.98,4,2,0.50,102.77,0.00
103.172.110.95,4,2,0.50,102.86,0.00
103.172.110.98,4,2,0.50,103.22,0.00
103.172.110.96,4,2,0.50,103.43,0.00
103.172.110.96,4,2,0.50,103.54,0.00
103.172.110.101,4,2,0.50,103.77,0.00
103.172.110.99,4,2,0.50,103.85,0.00
103.172.110.98,4,2,0.50,104.10,0.00
103.172.110.104,4,2,0.50,104.14,0.00
103.172.110.95,4,2,0.50,104.21,0.00
103.172.110.98,4,2,0.50,104.31,0.00
103.172.110.97,4,2,0.50,104.46,0.00
103.172.110.97,4,2,0.50,104.63,0.00
103.172.110.96,4,2,0.50,104.91,0.00
103.172.110.98,4,2,0.50,105.56,0.00
103.172.110.97,4,2,0.50,105.74,0.00
103.172.110.95,4,2,0.50,106.15,0.00
103.172.110.95,4,2,0.50,106.18,0.00
103.172.110.95,4,2,0.50,106.19,0.00
103.172.110.95,4,2,0.50,106.63,0.00
103.172.110.100,4,2,0.50,106.70,0.00
103.172.110.99,4,2,0.50,106.86,0.00
103.172.110.99,4,2,0.50,107.66,0.00
103.172.110.96,4,2,0.50,108.25,0.00
103.172.110.98,4,2,0.50,108.42,0.00
103.172.110.95,4,2,0.50,108.64,0.00
103.172.110.99,4,2,0.50,108.65,0.00
103.172.110.96,4,2,0.50,109.57,0.00
103.172.110.99,4,2,0.50,109.80,0.00
103.172.110.98,4,2,0.50,110.43,0.00
103.172.110.95,4,2,0.50,110.47,0.00
103.172.110.96,4,2,0.50,110.48,0.00
103.172.110.97,4,2,0.50,110.59,0.00
103.172.110.109,4,2,0.50,111.63,0.00
103.172.110.99,4,2,0.50,111.94,0.00
103.172.110.96,4,2,0.50,112.65,0.00
103.172.110.95,4,2,0.50,112.97,0.00
103.172.110.96,4,2,0.50,113.15,0.00
103.172.110.95,4,2,0.50,113.26,0.00
103.172.110.102,4,2,0.50,113.43,0.00
